Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Part_Number,No_of_Reviews,Energy_Efficiency,Item_name,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-123-LY-Luxury-Aluminium/dp/B00LWRFC1W/ref=sr_1_213/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-213
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S183SMH-N-Split-Rating-Copper/dp/B00O21GZMK/ref=sr_1_212/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-212
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-FTC35QRV16-Split-Rating-White/dp/B00PASRI7K/ref=sr_1_211/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-211
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-AKGA09AATB-0-75-Window-Rating-White/dp/B00PLQNFV4/ref=sr_1_210/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-210
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-HK24VA-Cooling-Split-Rating/dp/B00PVM7AKU/ref=sr_1_209/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-209
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-5HW18ZCW1-Rating-Aluminium/dp/B00REFY13G/ref=sr_1_208/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-208
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Sharp-AHX13PETW-Split-Ton-White/dp/B00RYIHYQE/ref=sr_1_207/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-207
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Sharp-AHX18PETW-Inverter-Split-White/dp/B00RYII9KO/ref=sr_1_206/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-206
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122-LYA-Rating-Aluminium/dp/B00RZDXXZY/ref=sr_1_205/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-205
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5VF5D-L-Vogue-Floral-Aluminium/dp/B00TZMX05Q/ref=sr_1_204/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-204
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA5CT5A-L-Crescent-Terminator-Window/dp/B00TZN1KM0/ref=sr_1_203/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-203
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-YC24RKY3-Split-Rating-Copper/dp/B00V30NG3O/ref=sr_1_201/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-201
,1 tons,42 dB,"Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India...091116 - compressor stopped working after 1.5 year.Cost of repairing 3k. I bought this piece of crap from this worst AC manufacturing company of INDIA for 27,000 and last 1 .5 years I spent 14k on repairing. So suggest you think twice before buying AC from this company.",,,,,,,B00UJJB4XE," 23,999.00",Videocon,,1 review,3 Star Rating,"Videocon VSB33.WV1-MDA Split AC (1 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen","30,690.00",Remote Control,VSB33.WV1-MDA,#224,"#2,37,515",White,1125 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Videocon-VSB33-WV1-MDA-Split-Rating-White/dp/B00UJJB4XE/ref=sr_1_202/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-202
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitashi-MiSAC103v01-Split-Rating-Copper/dp/B00V3228KE/ref=sr_1_200/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-200
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Superia-Inverter-Split-Copper/dp/B00VUTUTL0/ref=sr_1_199/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-199
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Whirlpool-Xtreme-Split-Rating-Silver/dp/B00W7BTAK6/ref=sr_1_198/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-198
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/IFB-IACS12KD5TC-Split-Rating-Copper/dp/B00WQZUAY8/ref=sr_1_197/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-197
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW318KVDI-Window-White-Copper/dp/B00WR3WCJ0/ref=sr_1_196/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-196
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSB53-RV1-MDA-Split-Rating/dp/B00WUF6TJE/ref=sr_1_195/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-195
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSB55-WV1-MDA-Split-Rating-White/dp/B00WUF8GEA/ref=sr_1_194/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-194
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-Marvel-INV18MVL-Split-Copper/dp/B00YN4ST2A/ref=sr_1_193/253-3881368-1108531?ie=UTF8&qid=1485033346&s=kitchen&sr=1-193
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-243-Cya-Classic-Rating/dp/B00LWRD8S6/ref=sr_1_191/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-191
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-FTC50QRV16-Split-Rating-White/dp/B00NPOJ644/ref=sr_1_190/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-190
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA5GW3-Window-Rating-Copper/dp/B00Q66720S/ref=sr_1_189/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-189
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-122-PYa-Window-Rating/dp/B00VHJYSG0/ref=sr_1_187/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-187
,2 tons,40 dB,,,,,,,,B00TZMYJRO," 39,400.00",LG,,,3 Star Rating,"LG LSA6NP3A1 L-Nova Plus Split AC (2 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen","45,990.00",,LSA6NP3A1,#207,"#2,24,179",White,2000 Watts,Split,,230 Volts,http://www.amazon.in/LG-LSA6NP3A1-L-Nova-Rating-Aluminium/dp/B00TZMYJRO/ref=sr_1_188/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-188
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Estrella-Window-Rating-Copper/dp/B00VUTQQ1W/ref=sr_1_186/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-186
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-155CYA-Split-Rating-Aluminium/dp/B00W0FM60K/ref=sr_1_185/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-185
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU514AVD-Split-Rating-Copper/dp/B00WR3WLUU/ref=sr_1_184/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-184
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Videocon-VSB35-WV1-MDA-Split-Rating-White/dp/B00WUF7PCE/ref=sr_1_183/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-183
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S183TFL-L-Split-Rating-Copper/dp/B00Y2U5MXY/ref=sr_1_182/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-182
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU312KWEA-Toushi-Rating-Copper/dp/B01BSNSDHO/ref=sr_1_181/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-181
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA5PW3M-Split-Rating-Aluminium/dp/B00Q664LE8/ref=sr_1_180/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-180
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA5BP1F-Window-Rating-Copper/dp/B00Q666UHE/ref=sr_1_179/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-179
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S093FLT-L-Split-Rating-Copper/dp/B00RTBYF5O/ref=sr_1_178/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-178
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Godrej-GSC-18-FGA5-WOG/dp/B00VO97RJI/ref=sr_1_177/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-177
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Whirlpool-Magicool-Copr-Window-Rating/dp/B01AVZPN96/ref=sr_1_176/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-176
,1.5 tons,,,,,,,,,B01CE01MD2," 24,490.00",Mitashi,,,3 Star Rating,Mitashi 1.5 Ton 3 Star Split AC MiSAC153v05 with 3 years Warranty: Amazon.in: Home & Kitchen,,Remote Control,MISAC153V05,#193,"#2,08,620",White,1624 Watts,Split,,240 Volts,http://www.amazon.in/Mitashi-Split-MiSAC153v05-years-Warranty/dp/B01CE01MD2/ref=sr_1_175/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-175
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/IFB-IACS18KA3TC-Split-Rating-Copper/dp/B00LA41QJ4/ref=sr_1_173/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-173
,1.5 tons,,The product  delivery done on exact date ad time as promised. Manufacturing date less than 45days . installed by LG services warranty cover as promised. Cooling very fast.,,It is a good ac at a good price,,,,,B00NPOJKEU," 30,900.00",LG,,2 reviews,3 Star Rating,"LG IDU LSA5PW3 Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",,Remote Control,IDU 1.5T LSA5PW3,#180,"#1,96,766",White,,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/LG-IDU-LSA5PW3-Rating-Aluminium/dp/B00NPOJKEU/ref=sr_1_174/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-174
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3HW18VC1-Rating-Copper/dp/B00NKYNI4S/ref=sr_1_172/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-172
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Onida-S183FLT-L-Split-Rating-Copper/dp/B00O21LKFW/ref=sr_1_170/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-170
,0.8 tons,29 dB,Got it at an amazing price. The cooling is awesome. The power consumption i dont know and i dont bother to consider the stars because that is just a technique for making money by these AC manufacturers. The performance is good. Buy it!,Good,Good but cooling effect is not very good,,,,,B00O21CKEC," 23,090.00",Onida,,3 reviews,3 Star Rating,"Onida S092FLT-N Split AC (0.8 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen","23,290.00",Remote Control,S092FLT-N,#187,"#2,00,800",White,870 Watts,Split,4.3 out of 5 stars,230 Volts,http://www.amazon.in/Onida-S092FLT-N-Split-Rating-Copper/dp/B00O21CKEC/ref=sr_1_171/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-171
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-ASGA12BMTA-1-0-Friendly-Mounted-Rating/dp/B00PLQO91E/ref=sr_1_169/253-2361469-7163513?ie=UTF8&qid=1485033345&s=kitchen&sr=1-169
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Godrej-GSC-18-FG-MOG/dp/B00XXQQOX0/ref=sr_1_166/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-166
,1.5 tons,52 dB,,,,,,,,B00TZN0UKS," 23,900.00",LG,,,2 Star Rating,"LG LWA5GW2 L-Bliss Plus Window AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","28,490.00",,LWA5BP2A,#186,"#2,00,576",White,1680 Watts,Window,,230 Volts,http://www.amazon.in/LG-LWA5GW2-L-Bliss-Window-Rating/dp/B00TZN0UKS/ref=sr_1_167/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-167
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-1-5T182CYE-Window-1-5-Rating/dp/B010DLVV6C/ref=sr_1_165/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-165
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU518HUD-Cutout-Rating-Copper/dp/B00LHOAALM/ref=sr_1_164/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-164
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Voltas-18V-DY-Inverter-Rating/dp/B00LWRESKS/ref=sr_1_163/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-163
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-FTKP50QRV16-Split-1-5-White/dp/B00O086MXM/ref=sr_1_162/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-162
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-ASGA18FTTA-1-5-Tropical-Mounted-Rating/dp/B00PLQOGQC/ref=sr_1_160/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-160
,1.5 tons,45 dB,"Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted to register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India. .companies like these forces people to go for foreign manufacturers.....go for Blue star or voltas!!!",,Product is very good but service is very poor from Videocon,,,,,B00UJJBEX4," 35,690.00",Videocon,,2 reviews,3 Star Rating,"Videocon VSB53.WV1-MDA Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",,Remote Control,VSB53.WV1-MDA,#175,"#1,88,370",White,1625 Watts,Split,2.0 out of 5 stars,230 Volts,http://www.amazon.in/Videocon-VSB53-WV1-MDA-Split-Rating-White/dp/B00UJJBEX4/ref=sr_1_161/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-161
,1 tons,36 dB,"Very nice Ac, super cooling. I got it the next day I ordered. LG service guys came to install soon,everything was really smooth.",,C good,,,,,B00TZMSXVM," 24,700.00",LG,,2 reviews,2 Star Rating,"LG LSA3NP2A L-Nova Plus Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen","30,990.00",,LSA3NP2A,#174,"#1,87,996",White,1046 Watts,Split,5.0 out of 5 stars,230 Volts,http://www.amazon.in/LG-LSA3NP2A-L-Nova-Rating-Copper/dp/B00TZMSXVM/ref=sr_1_159/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-159
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU520AVD-Zunoh-Rating-Copper/dp/B01BSNSG3K/ref=sr_1_157/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-157
,1 tons,,"This my first ac , I thought of buying this AC because of low power consumption, as the company mention it as diet AC. I reviewing this product after 1 1/2 month of useage. Amazon did the delivery within 2 day after ,so thumb up for Amazon.  Ac installation part - godrej customers care support sent the guys within 2hours of delivery of ac ,but due to my  ac outdoor unit fitting problem, I called them when it was sloved . Godrej guys are unskilled  not properly trained  guys doesn't know about the product ,they only know that  all ac is for cooling purpose only. Fitting part they are lazy guys only do the work for name sake ,they need all simply work ,as I don't known they say that we do the work as trained . fitting part was not good as excepted .DEMO PART - as this guys r unskilled they only know that ,how to set temperature n cooling mode on remote and last on /off ,this part I was more disappointed ,because they dosnt know about modes ,timer, functions ,they say refer the manual ,so I called godrej for demo ,holy s*** the demo guy was who fitted ac ( who knows nothing )  so bad godrej . at lest keep another guys who can give demo  about all the functions in ac . my friend  thought some function of timers so I can set it ,other function is searched on my own,  ABOUT COOLING PART- the ac did cool the room less than 10 min , good silent operation ,turbo mode for fast cooling is good part ,sleep mode does the job well as I wish ,last part POWER CONSUMPTION - as less as hair dryer, for daily night use of 8 hour (10 to 6) bill was only 400 to 500 more so 5 star for that ....",,,,,,,B00XXQSPXM," 34,500.00",Godrej,,7 reviews,5 Star Rating,"Godrej GSC 12 FG 8 MOG Split AC (1 Ton, 5 Star Rating, Maple, Aluminium): Amazon.in: Home & Kitchen","54,290.00",Remote Control,GSC 12 FG 8 MOG,#170,"#1,83,546",Maple,841 Watts,Split,3.3 out of 5 stars,,http://www.amazon.in/Godrej-GSC-12-FG-MOG/dp/B00XXQSPXM/ref=sr_1_158/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-158
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAU318HUD-Split-Rating-Copper/dp/B00LHOACBA/ref=sr_1_156/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-156
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Godrej-GSC12FR5WNT-Split-Rating-Copper/dp/B00LMZC730/ref=sr_1_155/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-155
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Daikin-FTF50QRV16-Split-Rating-White/dp/B00PASRDEI/ref=sr_1_154/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-154
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Lloyd-LS13A3LX-Split-Rating-White/dp/B00UV3VM26/ref=sr_1_153/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-153
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-KC18RKY2-Split-Rating-Copper/dp/B00V30LSTS/ref=sr_1_152/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-152
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Midea-Flair-X-Split-Rating-Copper/dp/B01CHIC0T6/ref=sr_1_151/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-151
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-AXGT18AATH-1-5-Window-Rating-Aluminium/dp/B00KYT0RYG/ref=sr_1_150/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-150
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Hitachi-RAW218KUD-Window-Rating-Copper/dp/B00LHO9ZH2/ref=sr_1_149/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-149
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Lloyd-LW19A3N-Window-Rating-White/dp/B00PU1BP3U/ref=sr_1_148/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-148
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-UC18RKY3-2-Split-Rating-Copper/dp/B00V30O642/ref=sr_1_147/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-147
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-H18VA-Cooling-Split-Rating/dp/B00PVM73NO/ref=sr_1_146/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-146
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LWA5BP3A-L-Bliss-Window-Aluminium/dp/B00UTDREPC/ref=sr_1_145/254-0052473-7249172?ie=UTF8&qid=1485033344&s=kitchen&sr=1-145
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Midea-Flair-X-Split-Rating-Copper/dp/B01CHIC0WS/ref=sr_1_144/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-144
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-5HW18ZARTX-Split-Rating/dp/B00REFYA82/ref=sr_1_143/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-143
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/General-ASGA18JCC-Inverter-Split-White/dp/B00REFZTP0/ref=sr_1_142/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-142
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitashi-MiSAC155v05-Split-Rating-Aluminium/dp/B01CE01QUQ/ref=sr_1_141/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-141
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Panasonic-CS-UC12RKY3-Split-Rating-Copper/dp/B00V30NNLY/ref=sr_1_139/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-139
,1 tons,45 dB,Buy 2 ac Mitsubishi how much total discont 1 ton inverter technology,,AC is good but none of their AC remotes have backlight which is problem while operating it at night and in dark,,,,,B00PUAH9U4," 45,000.00",Mitsubishi,,2 reviews,Inverter,"Mitsubishi MSY-GE13VA Inverter Cooling Split AC (1 Ton, White): Amazon.in: Home & Kitchen","52,010.00",Remote Control,MSY-GE13VA,#202,"#2,18,394",White,1020 Watts,Split,4.0 out of 5 stars,230 Volts,http://www.amazon.in/Mitsubishi-MSY-GE13VA-Inverter-Cooling-Split/dp/B00PUAH9U4/ref=sr_1_140/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-140
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Estrella-Premium-Window-Rating/dp/B00VUTR2IS/ref=sr_1_138/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-138
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3HW24VC1-Rating-Copper/dp/B00NU2E89E/ref=sr_1_137/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-137
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Mitsubishi-MS-GK18VA-Cooling-Split-Rating/dp/B00PVM5FL6/ref=sr_1_136/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-136
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-CNHW09CAF-Inverter-Copper/dp/B00U24Z0XG/ref=sr_1_135/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-135
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Carrier-Estrella-Window-Rating-Copper/dp/B00LSJ6KA6/ref=sr_1_134/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-134
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3W18LB-Window-Rating/dp/B00NWG7W96/ref=sr_1_133/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-133
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3HW12FA1-Rating-Aluminium/dp/B00REFX2XQ/ref=sr_1_132/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-132
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Haier-12G2W2-Split-Rating-Aluminium/dp/B01G1C6612/ref=sr_1_131/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-131
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/IFB-IACS18KA3TP-Split-Rating-Copper/dp/B00LA41NJC/ref=sr_1_130/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-130
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Midea-12K-Florista-Split-Rating/dp/B019GZRIIG/ref=sr_1_129/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-129
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/LG-LSA3SP3D-Inverter-Split-Rating/dp/B00LFA5GN0/ref=sr_1_128/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-128
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-3HW24JBX-Rating-Aluminium/dp/B00O7MTMO2/ref=sr_1_127/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-127
,,,,,,,,,,,,,,,,Robot Check,,,,,,,,,,,http://www.amazon.in/Blue-Star-5HW12SA1-Rating-Aluminium/dp/B00REFXQK0/ref=sr_1_125/255-2950882-6178830?ie=UTF8&qid=1485033344&s=kitchen&sr=1-125
