Review_8,Capacity,Noise_Level,Review_1,Review_3,Review_2,Review_5,Review_4,Review_7,Review_6,ASIN,Offer_Price,Brand,Item_name,No_of_Reviews,Energy_Efficiency,Part_No,MRP,Control_Console,Model,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,Color,Wattage,Installation_Type,Average_Rating,Voltage,Item_href
,1 tons,,"The product quality is good, equal to carrier but lower than daikin. Some pros and consPros1. Super silent operation of indoor unit2. Super fast cooling in fact the outdoor unit of this product is as big as my 1.5 ton Onida Ac3. Cost benefit analysis of this product is 9/104. Remote controller has light :p5. 100% copper6. Customer care service is really good in Delhi .Cons1. No horizontal swing2. Follow me option is pretty useless and does not work properly- just marketing gimmick3. Midea does not give drainage pipe4. Installation. The call centre people label installation guys as engineers but trust me they r in no way comparable to actual engineer. In my case Midea and carrier does not provide installation themselves(in Delhi) but rather they rely on jeevans( same practise as flikart adopts). These guys did not even know how to break small hole in window glass(they were very young). They cracked my whole glass. They possessed tool but were not experienced to use them.Overall it's a nice product better than other Indian brands and their pathethic service","very good ac. this is our second unit after using the 1st one for over a year, as per the info we have, Midea supplies 90% mfg with parts and have launched their own products with partnerships with Carrier in India,service and support is from Carrier, which is very good. chills quickly / silent/good design / minimal features which result in simpler operations. would recommend this.","Amazon delivered the product (BANGALORE) after 10 days from actual order date.Purchase Date: 17-Apr-2016Deliver Date: 28-Apr-2016Installation: I was literally shuttling between Amazon - Midea - Account Manager - Branch Manager - Call Coordinator - Technician - Supervisor.All of them are Big time liar, they will not tell you what is your queue/wait time for installation instead giving all false statement.And finally after lots of followup between above team, finally instllation was done on 12-May-2016.Carrier/Midea do not have their own support base in Bangalore instead they depend on Aurora Cooling Solutions who does the installation for many different AC company.Finally AC looks great, performance is also good, but it is too early to evaluate and giving any proper review as this is a new product in the market from Carrier/Midea.",,I raised a request with Midea customer support on 13- Aug for installation. I was told it will be done shortly. It's been almost a week now that I am calling customer support every day for installation still the product is not installed. Looks like they have a very limited presence in Bangalore. Repenting my purchase.,,,B01CHIC1JK," 31,200.00",Midea,"Midea Flair-X Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",8 reviews,5 Star Rating,,"36,000.00",Remote Control,Flair-X,#130,"#1,34,613",White,,Split,4.3 out of 5 stars,230 Volts,http://www.amazon.in/Midea-Flair-X-Split-Rating-Copper/dp/B01CHIC1JK/ref=sr_1_121/253-5391373-5772227?ie=UTF8&qid=1485081721&s=kitchen&sr=1-121
,0.75 tons,45 dB,"My room was not a large one so I went for this but I was sceptical about the one star rating. I observed it for one month and indeed the power consumption was on the higher side. So I started managing the appliance more efficiently. I reduced the room temp to 25  degrees, started using ceiling fan as well and also installed carpet and curtains, removed major metallic things from room and hence after all this the power went down. The front control panel is cool and has all the required function. The louvers are easily moving and rotating the air. I had to clean the grill frequently as I live next to road so somehow more dust is there in my room. The back panel is sturdy and casing does not look cheap quality.",though a small unit. but it is sufficient if you have room size of 10x10. i am satisfied with this product. excellent.,Writing this review after a month's usage of the product. have installed this in a 12ft*12ft room and I am very impressed with the cooling capacity of the product.Only drawback I could find was that it does not have a swing option.Shipping & packaging from Amazon was also great.,"Ac is good and working fine. I made a mistake, should have gone for 1 ton. It is only good for small rooms. Anyway power consumption is very less ever though its Energy ratings is only 1 star.",Good product so far....no complaints,,,B00TZMZXBK," 15,900.00",LG,"LG LWA2CP1A L-Crescent Plus Window AC (0.75 Ton, 1 Star Rating, White, Copper): Amazon.in: Home & Kitchen",9 reviews,1 Star Rating,,"18,790.00",,LWA2CP1A,#134,"#1,36,844",White,940 Watts,Window,3.9 out of 5 stars,230 Volts,http://www.amazon.in/LG-LWA2CP1A-L-Crescent-Window-Rating/dp/B00TZMZXBK/ref=sr_1_127/253-5391373-5772227?ie=UTF8&qid=1485081721&s=kitchen&sr=1-127
,1 tons,42 dB,"Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted to register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India. ...go for Blue star or voltas!!!Never buy Videocon products!!!!, their after sell service s***ks...they have appointed some third class companies for electronic product after sell service....I have just wasted my hard earned 27k by buying Videocon AC....11 months 3 repairs and still giving problems...I wanted register 4th complaint before 1 year warranty period but these people made me wait and called me back after warranty period got over...and now asking money for repair..worst electronic product company in India...091116 - compressor stopped working after 1.5 year.Cost of repairing 3k. I bought this piece of crap from this worst AC manufacturing company of INDIA for 26,000 and last 1 .5 years I spent 14k on repairing. So suggest you think twice before buying AC from this company.",Product is VFM works just fine i got jt  installed from a local vendor charged me 1920 bucks for it. Though I couldn't find any warranty inside the product.,Videocon horrible after sales service,,Got this Air conditioner 3 months back and using it ever since. Got it installed using my local Dealer. Quickly cools and works seamlessly.Good product,,,B00WUF7E8E," 25,052.00",Videocon,"Videocon VSN35.WV2-MDA Split AC (1 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",4 reviews,5 Star Rating,,"35,290.00",Remote Control,VSN35.WV2-MDA,#121,"#1,29,155",White,998 Watts,Split,2.8 out of 5 stars,230 Volts,http://www.amazon.in/Videocon-VSN35-WV2-MDA-Split-Rating-White/dp/B00WUF7E8E/ref=sr_1_118/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-118
,1.5 tons,46 dB,"It is good from the power consumption point of view. It don't have all direction circulation. Only vertical circulation.  Further sound is considerable. So far not got the monthly bill to assess the power consumption.Design is not attractive. However, the cooling is fast. Like to recommend.",It is power full product and aslo amazing. 5 minutes in time room make very cool in 28 temperature. It performaning smuthly.,"I like this AC. Using it since 1 year. Many functions and as informed in other reviews, there isn't so much noise, you just have to choose proper place for your outdoor unit. cooling and comfort is great. Buy it",,when it is start it making lot of sound and it is coming like helicopter like sound and its operating system is to worst so dont buy this model and it is a failure model too,,,B00V30JX68," 42,400.00",Panasonic,"Panasonic CS-YS18RKY Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",4 reviews,Inverter,CS/CU-YS18RKY,,Remote Control,CS-YS18RKY,#168,"#1,78,736",White,1580 Watts,Split,3.5 out of 5 stars,230 Volts,http://www.amazon.in/Panasonic-CS-YS18RKY-Inverter-Split-Copper/dp/B00V30JX68/ref=sr_1_116/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-116
,1.5 tons,43 dB,"Got it on amazon in a lighting deal for just 23K. Actual market price around 32K. Delivery took a lot of time.(Cannot complaint much about that,A usual Amazon thing).Hassle free installation. Decent cooling.A great buy at 23K","100% genuine .Right time delivery, new and original product. thanks amazon",The  Indoor Unit looks good.  However the Blower has an Air cutting noise .The out door Unit is definately noisy in operation compared to Carrier  and other Brands.,,,,,B00VE5CRNS," 30,275.00",Voltas,"Voltas 183CYA Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",6 reviews,3 Star Rating,,"38,490.00",Remote Control,183CYA,#114,"#1,18,912",White,,Split,4.0 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-183CYA-Split-Rating-Copper/dp/B00VE5CRNS/ref=sr_1_115/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-115
,1.2 tons,47 dB,"One of the worst products I have ever purchased online. Seller was good till the time of delivery. But when I complained about the defective Piece delivered to me, no one replied back. I sent them mails, telephonic reminders but all in vain. Finally I had to call Whirlpool customer care and thank God they were nice enough to send a service engineer at my place.Pros :5 Star Energy efficientlyJapanese CompressorDecent cooling at par with 1.5 T ACsCons# Very Slow Start# Poor Dehumidifier# Poor Compressor functioning# Remote with No Screen# Single Temperature (Desired) on AC Display screen# Auto cuts even when Temperature is not as desired# Compressor makes so much Noise# Water logging in AC body as drainage vent is Poorly placed# No Low Voltage operation",The product is very good with good price.. I would like to thank seller as I got it next,"AC is fine for 11*11 sq ft room size if you keep running on 16 degree, ideally 1.5 ton AC will do same effect on 25 degree.AC is economical and enery efficient.AC is very noisy and Remote does not have display and quality of remote is very cheap. plus point is only energy saver, better to go with hitachi 1.1 ton in this range",Makes noise and cooling is also not as per capacity.Whirlpool's service are very poor.,Very good product at a reasonable price. Using it for last 15 days. Chills the room (150 sq. feet) with in 10 mins. Consuming the same current as been claimed by the whirpool (5.5 amp. tested by my electrician)& once again amazon proved its name by delivering it on the next day of order.,,Working excellent...using just 15days now...but get dented product ..bad packing....,B00LM99KYU," 23,500.00",Whirlpool,"Whirlpool Magicool Platinum V Window AC (1.2 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",11 reviews,5 Star Rating,,"29,500.00",Remote Control,Magicool Platinum V(1.2 T),#26,"#15,660",White,1118 Watts,Window,3.6 out of 5 stars,230 Volts,http://www.amazon.in/Whirlpool-Magicool-Platinum-Window-1-2/dp/B00LM99KYU/ref=sr_1_122/253-5391373-5772227?ie=UTF8&qid=1485081721&s=kitchen&sr=1-122
,1 tons,38 dB,,,,,,,,B00O21HOB6," 23,504.00",Onida,"Onida S122FLT-L Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,2 Star Rating,,"27,390.00",Remote Control,S122FLT-L,#173,"#1,82,453",White,1140 Watts,Split,,230 Volts,http://www.amazon.in/Onida-S122FLT-L-Split-Rating-Copper/dp/B00O21HOB6/ref=sr_1_113/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-113
,1.2 tons,,Very good product  but biased in prices city to city...!! For Ahmedabad price is 32170/- while for Mumbai price is 27540/-.which is biased for customers! !!,Good,The which I had received was not working .So please think before you buy,,,,,B01BSNSDFG," 29,990.00",Hitachi,"Hitachi RAU314AWD Zunoh Split AC (1.2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,,"34,590.00",Remote Control,RAU314AWD,#123,"#1,30,438",White,,Split,3.3 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU314AWD-Zunoh-Rating-Copper/dp/B01BSNSDFG/ref=sr_1_117/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-117
,0.75 tons,44 dB,,,,,,,,B00PVM4XF0," 30,000.00",Mitsubishi,"Mitsubishi MS-GK10VA Cooling Split AC (0.75 Ton, 5 Star Rating, White): Amazon.in: Home & Kitchen",,5 Star Rating,,"33,270.00",Remote Control,MS-GK10VA,#157,"#1,66,602",White,740 Watts,Split,,230 Volts,http://www.amazon.in/Mitsubishi-MS-GK10VA-Cooling-Split-Rating/dp/B00PVM4XF0/ref=sr_1_112/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-112
,1 tons,38 dB,"Bought it from KCC shops (Vivek) Chennai through Amazon. A good shopping experience.1. Seller: I requested KCC to supply the AC on weekends. They honoured my request.2. Delivery : AS expected.3. Installation: There was a arrangement failure in the starting, but things were sorted out later.4. Product :Color : Red colour is really misleading. Actually this is dark Maroon or Burgundy types. Looks better than average ACs.Operation: Very silent and working perfectly.Features: Quite feature rich, all kinds of filters, fungus proof n all.5. Value : Total value for money in INR 25.6 K.Total ownership cost : INR 31.5 K (including INR 2.5 K of installation, INR 1.7 K for stabilizer and INR 500 for socket board) . The cost is without the cashback, as I have still not received the INR 2.5 K cashback from Amazon.","AC is really awesome, my room 10x10 and it's freezing in 30 mins. Better for a small room :)","Big catch as far installation goes. They say the standard installation is 1500 but the charge for installation is almost 3000 rs as they do not give the bracket or water pipe which is mandatory for any installation. Wrong selling by Voltas. Pls be careful while buying offline or online.  I would say avoid Voltas products. I have other two AC by sharp and all brackets, pipes everything is covered in 1500.",,Amazing the color is dark not red went well with my room decor.. Amazing cooling,,,B00LWREP9C," 27,590.00",Voltas,"Voltas 123 PYa-R Premium Ya R Series Split AC (1 Ton, 3 Star Rating, Red, Copper): Amazon.in: Home & Kitchen",4 reviews,3 Star Rating,123 PYa-R,"34,790.00",Remote Control,1.0 T 123 PYa-R,#125,"#1,31,566",Red,1141 Watts,Split,4.3 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-123-PYa-R-Premium-Rating/dp/B00LWREP9C/ref=sr_1_114/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-114
,1.5 tons,44 dB,there technicians are unable to solve the problem.I  have wasted my money and time in IFBwill always oppose your products and i will stop people to buy IFBWorst company in the world.whole summer i am not able to use there air conditioner,"I have registered this AC for installation but their is no IFB support for installation. I have called to IFB call center 26 times even after 5 days i am still waiting for their support i have  also discussed with thier customer head superviser mr rao and santosh both no one is interested to give me the free installtion or demo which IFB promissed.I am still waiting for their support from last five days i am continously calling to thier costumer care and local center man called abhimanue (Jaipur) , ashok and shakh from jodhpur but now one interested to give me a support becaue i have did a mistake that i have buyed an IFB product.",Asymmetrical,,"Worst brand in ac. I have a sharp n one IFB in my home.Sharp performs very well while IFB is below avg: Lost my money. Pls opt for sharp ,Volta's,or lg as they are pretty good in terms of performances and after sales service.",,,B00WQZUZYI," 33,495.00",IFB,"IFB IACS18KD5TP Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",7 reviews,5 Star Rating,,"43,990.00",Remote Control,IACS18KD5TP,#124,"#1,31,089",White,1440 Watts,Split,2.9 out of 5 stars,240 Volts,http://www.amazon.in/IFB-IACS18KD5TP-Split-Rating-Copper/dp/B00WQZUZYI/ref=sr_1_119/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-119
,1.5 tons,48 dB,"Nice Product.I ordered this on Amazon for 26700 with an additional cash back of 2000 while paying with HDFC debit card. Happy w.r.t to Price.Regarding the AC's performance, It is pretty decent and takes <10 mins to cool a 10*11 room.For the price paid it was nice deal.Thanks Amazon and the seller.!",Good product,Cooling is good.,,Nice Product...,,,B00LWRD5Q6," 29,900.00",Voltas,"Voltas 183 CY Classic Y Series Split AC (1.5 Ton, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",4 reviews,3 Star Rating,183CY,"33,287.00",Remote Control,1.5T 183 CY,#112,"#1,16,427",White,1555 Watts,Split,4.8 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-183-CY-Classic-Aluminium/dp/B00LWRD5Q6/ref=sr_1_111/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-111
,1 tons,56 dB,"Very misguiding information and very rude amazon support for query straight forward said, ""if you are facing problem then you can go with other options."" Even i know i can go with other options but i expected solution to problem.",cools the room perfectly and very little noise..very happy with the purchase.,"By making such a wonderful product, Voltas has lived up to its reputation.  No more review required.","The product is very good, there was no problem in delivery and installation",It's cooling very well though takes some time to get started with the process,,,B00OPT52W8," 22,000.00",Voltas,"Voltas 122 LY Window AC (1 Ton, 2 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",9 reviews,2 Star Rating,122 LY,"22,390.00",Remote Control,122 LY,#110,"#1,15,373",White,1142 Watts,Window,3.7 out of 5 stars,240 Volts,http://www.amazon.in/Voltas-122-LY-Window-Aluminium/dp/B00OPT52W8/ref=sr_1_110/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-110
,1.5 tons,43 dB,,,,,,,,B00UV3W5IQ," 29,990.00",Lloyd,"Lloyd Natura LS19A3GR Split AC (1.5 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",5 reviews,3 Star Rating,,,Remote Control,LS19A3GR,#166,"#1,77,884",White,1521 Watts,Split,3.8 out of 5 stars,230 Volts,http://www.amazon.in/Lloyd-Natura-LS19A3GR-Split-Rating/dp/B00UV3W5IQ/ref=sr_1_109/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-109
,1.5 tons,46 dB,Cools with amazing efficiency. But stop start is abrupt. Also change of temperature between 25 and 26 degrees is very abrupt. 26 is very hot and 25 is quite but not intolerably cold. Also noisy when it starts after a halt.,It's a great experience to have this product ...,Good Product.,"If light goes and after some time and current come,wether Ac works automatically or we have to get up and to push the start button from remote ??",Crispy cooling... A product one must consider while shortlisting,,,B00LHO9RW0," 34,600.00",Hitachi,"Hitachi RAT518HUD Summer TM Window AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",5 reviews,5 Star Rating,,"38,790.00",Remote Control,RAT518HUD,#137,"#1,38,011",White,1575 Watts,Window,4.4 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAT518HUD-Summer-Window-Rating/dp/B00LHO9RW0/ref=sr_1_108/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-108
,0.75 tons,39 dB,Bought Daikin split AC from local retailer. Don't know about the AC yet but can tell you about the service from Daikin. After raising a request and giving time slot for installation I waited for whole day and even after so many calls no one came for installation. Pathetic service by Daikin. Whole day wasted. Will never buy a Daikin product again.,,,,,,,B013UCHMP0," 24,800.00",Daikin,"Daikin R-32 DTC Series Split AC (0.75 Ton, 3 Star Rating, White): Amazon.in: Home & Kitchen",1 review,3 Star Rating,,"27,800.00",Remote Control,DTC25QRV16,#163,"#1,76,296",White,770 Watts,Split,1.0 out of 5 stars,230 Volts,http://www.amazon.in/Daikin-R-32-Split-Rating-White/dp/B013UCHMP0/ref=sr_1_105/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-105
,1.5 tons,33 dB,"HITACHI's authorised installation engineers misbehaved, manhandled, and verbally abused me on asking for an identity card. And they ran away without giving me bill for the payment I made. Afterwards in the evening 21st April 2016 the same day it all happened, me and my father are getting abusive and threatening calls from the Hitachi's authorised engineer.His name is SULEMANPhone no. 90-15-266934After being physically and verbally abused the HITACHI's engineer is now threatening me on phone. And after so many complaints hitachi is not taking any action they just said that they do not provide direct customer service it's an third party company. And yes offcourse a third class company. You can look at the photo and make out how classy these guys are.",Bad quality. The worst customer care ever. Took 2 weeks to come for installation even though it was paid. Leaked the gas due to installation mistakes. Then took 1 month to accept and come for its repair. Did not repair and took another 1 month to come again. Still not repaired. Rude customer care and very unhelpful.,I bought this Ac from croma on 2nd April 2016.Hitachi installation is don't by very cheap unprofessional people. They are not technician very unskilled.After installation immediately water leakage started. Hitachi call center number never picks up the call.. Very bad.. Disappointed..0 rating.. What's the use of Iclean feature if basic ac is not working properly.,"We have been using this ac for just one day. So, I can't really comment on reliability of the ac. But, the out of the box performance of the ac is pretty good. Basic cooling functionality seems to be quite decent even for a fairly large room of 10ft by 25ft.I was scared of the installation bungles after reading majority of the 1 star reviews. However, we had no trouble in scheduling the installation of the AC. The two folks who installed the ac worked diligently and carefully to leave us with a professional looking installation contrary to reports from other folks. This is our second Hitachi AC purchase and on both occasions, the installation team was great.",Worst possible Service Center anyone would have encountered ever. No installation support and Amazon is as helpless as it can get. Amazon should not sell products for companies like Hitachi - since this ends up in a bad review for both.Very strongly recommend to stay away from Hitachi.,,,B00UWQQKNS," 41,180.00",Hitachi,"Hitachi RAU518AVD Split AC ( 1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",9 reviews,5 Star Rating,,"47,190.00",Remote Control,RAU518AVD,#36,"#21,060",White,1485 Watts,Split,1.9 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU518AVD-Split-Rating-Copper/dp/B00UWQQKNS/ref=sr_1_107/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-107
,1.5 tons,,"In Hyderabad installation will be delayed.Be prepare for 15days wait for installation.After a lot of pressure finally they installed my AC after 10days.The main issue with the unit when you switch off your AC with remote and forget to off the power switch ,If power off and on ,the moment power came back the AC unit will start on its own will make a huge Power bill in your pocket.I made a complaint on 09-05-2016 and till today 13-05-2016 no one attended the fault.When I contacted cutmercare ...the common answers ate im sorry ...will be attended...etc.Very very bad after sale service in Hyderabad.After a 3 months of usage it's still worst.The AC will switch on its own ....","AC cooling is not proper, white blinks 4 times and as per manual it says problem with outdoor unit. Already registered a complain with HITACHI and no one has attended even after 48 hours","AC cooling is not appropriate as per 1.5 ton AC. I have to use this AC on 18-degree celsius. Looks like it only increasing the bill, not Colling.. I will not recommend this product at least from Amazon.",,,,,B01BSNSDIS," 38,700.00",Hitachi,"Hitachi RAU318IWD Zunoh Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",6 reviews,3 Star Rating,,"44,390.00",Remote Control,RAU318IWD,#44,"#31,766",White,,Split,3.0 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU318IWD-Zunoh-Rating-Copper/dp/B01BSNSDIS/ref=sr_1_103/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-103
,1 tons,45 dB,I bought this AC from a local dealer because they were offering better discount.The AC is working very fine and saves a lot power as compared to other brands. If you can get it @ 25500 from local store then it's value for money deal.,,The ac is working fine. Good display for temperature on indoor unit.  Got the ac for Rs.20500/-. (40% discount),,,,,B00VT36QLE," 25,990.00",Voltas,"Voltas 123 LYI Luxury YI Series Split AC (1 tons, 3 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",2 reviews,3 Star Rating,,"34,090.00",Remote Control,123 Lyi,#155,"#1,64,479",White,1028 Watts,Split,4.5 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-123-Luxury-Rating-Aluminium/dp/B00VT36QLE/ref=sr_1_101/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-101
,1 tons,40 dB,Product arrived in good condition. Installed by professionals. Working fine now.,"WORST SERVICE BY VOLTAS. AFTER LOT OF FOLLOW UP ON TOLL FREE NUMBER, NO RESPONSE FOR INSTALLATION. I AM THINKING FOR RETURNING THIS AC NOW.",I ordered 123cya but as it was not available I received 123dya which is similar to it. The cooling of the ac is very good n quick but the  indoor unit is small n doesn't look like a 1 ton indoor unit. I received the ac after a week so that was a problem. Overall good ac as the cooling is what matters at the end.,,,,,B00LWRD79Q," 26,000.00",Voltas,"Voltas 123 Cya Classic Ya Series Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",6 reviews,3 Star Rating,123 CYa,"33,090.00",Remote Control,1.0 T 123 Cya,#48,"#33,127",White,1028 Watts,Split,3.7 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-123-Cya-Classic-Rating/dp/B00LWRD79Q/ref=sr_1_106/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-106
,1 tons,37 dB,very bad productthird class service,Exellent,coolservicees banglore services unit good,,,,,B01BM8523S," 24,990.00",Hyundai,"Hyundai HSE33.GR1-QGE Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",3 reviews,3 Star Rating,963,,Remote Control,HSE33.GR1-QGE,#108,"#1,12,181",White,3250 Watts,Split,3.3 out of 5 stars,230 Volts,http://www.amazon.in/Hyundai-HSE33-GR1-QGE-Split-Rating-Copper/dp/B01BM8523S/ref=sr_1_104/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-104
,1 tons,,Ordered this AC on 25/10 10am & got delivery on 26/10 3pm. Installation completed  by hitachi technician on 26/10 6pm. Wow what a fast service..!!!  Found cooling of this device very nice. Bought at effective price 22200 only. What more one can expect.,I like it. Got what I bought. Nothing to write home about though. Very expensive installation.,"Good Product till now, no issues.Got it very cheap, if i get 2K cash back from HDFC then it will cost me 22500.A split AC of Hitach worth this amount is good.",,Yes Hitachi charging too high for installation...I paid around 2250 rs and I feel noise level is bit high for this ac if u compare it with other split ac's,,,B00LHOAGC0," 31,890.00",Hitachi,"Hitachi RAU312HUDD Kampa Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",7 reviews,3 Star Rating,EA11,"33,890.00",Remote Control,RAU312HUDD,#106,"#1,08,798",White,1030 Watts,Split,3.9 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAU312HUDD-Kampa-Rating-Copper/dp/B00LHOAGC0/ref=sr_1_102/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-102
,2 tons,49 dB,The product has not be installed properly the installation team of Blue star has left the compressor on my balcony grill without fixing it properlyI have contacted them quiet a few times but no has come back to attend it.I have purchased 2 split acs of 2 tons eachNow there is a problem in the Piping always there is a leakage with water seeping in from the blower vents. Have called Customerhelpline they have arranged service thrice but still its a temporary solution if you run the a/c for more than 1 hour leakage starts.,"Product is good. Delivery was in time. However there was problem from the installation team. The product was installed late. There was some issue in installation with respect to copper pipe, the same was not provided with the product. The installation team has taken the warranty card for getting the same stamped and signed however till now the same is not yet provided back to us.","The after sales service from BLUE START is pathetic. A ticket was raised for installation 2 days before the scheduled delivery, and I was promised a call from the service personal to book appointment and install. Its been 4 day, no calls, had to follow up to get the ticket number and no news about what is happening. I hope, this would be installed before next summer.",,A1 air conditioner is very good cools the room in 2min,,,B00REFXU9W," 47,100.00",Blue Star,"Blue Star 5HW24MA/1/A/AAX1 Split AC (2 Ton, 5 Star Rating, White, Aluminium): Amazon.in: Home & Kitchen",8 reviews,5 Star Rating,,"52,400.00",Remote Control,5HW24MA1,#101,"#1,05,105",White,1820 Watts,Split,3.4 out of 5 stars,230 Volts,http://www.amazon.in/Blue-Star-5HW24MA-Rating-Aluminium/dp/B00REFXU9W/ref=sr_1_97/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-97
,0.75 tons,41 dB,,,,,,,,B00PLQO1KS," 28,900.00",O General,"O General ASGA09BMTA-0.75 Eco Friendly Wall Mounted Split AC (0.75 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",,3 Star Rating,,"30,690.00",Remote Control,ASGA09BMTA,#151,"#1,56,107",White,830 Watts,Split,,230 Volts,http://www.amazon.in/General-ASGA09BMTA-0-75-Friendly-Mounted-Rating/dp/B00PLQO1KS/ref=sr_1_99/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-99
,1.5 tons,43 dB,do not buy any voltas ac.big brand but service and product is very bad,"bought it through local voltas dealer, very good product cools my top floor room immediately.",Ac started leaking. Unhappy experience,,,,,B00LWRD2PA," 28,700.00",Voltas,"Voltas 182 CY Classic Y Series Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",3 reviews,2 Star Rating,182 CY,"35,890.00",Remote Control,1.5T 182 CY,#147,"#1,54,312",White,1666 Watts,Split,2.3 out of 5 stars,230 Volts,http://www.amazon.in/Voltas-182-CY-Classic-Rating/dp/B00LWRD2PA/ref=sr_1_95/254-8521517-8704357?ie=UTF8&qid=1485081719&s=kitchen&sr=1-95
,1 tons,50 dB,I have used for a little over a month now. Cools the room fast. Atleast in the first month of running doesn't seem like it's a drain on electricity...I had read some reviews about the unit making a lot of sound.. Obviously it makes more noise than split AC but I think it's not very noisy compared to most other Window AC.Service from both amazon and hitachi for installation was prompt ....,Soooper Windows AC,"I had order this product & shipped with in time the producy quality is good & no voice while start, so definetly i refer to buy this product2016 manufacture product & latest model",,Quality product by Hitachi. Package was delivered within stipulated time. Definitely refer to buy this product. Less noise with high chilling capacity.,,,B00LHO9XKQ," 22,180.00",Hitachi,"Hitachi RAW311KUD Kaze Plus Window AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",4 reviews,3 Star Rating,,,Remote Control,RAW311KUD,#104,"#1,05,725",White,1132 Watts,Window,4.8 out of 5 stars,230 Volts,http://www.amazon.in/Hitachi-RAW311KUD-Window-Rating-Copper/dp/B00LHO9XKQ/ref=sr_1_98/254-9230326-4042565?ie=UTF8&qid=1485081720&s=kitchen&sr=1-98
